,Symbol,Name,industry,Sector,MarketCap
1093,EXPE,"Expedia Group, Inc.",Transportation Services,Consumer Services,$13.62B
1094,EXPD,"Expeditors International of Washington, Inc.",Oil Refining/Marketing,Transportation,$14.66B
1095,EXPC,Experience Investment Corp.,Business Services,Finance,$344.78M
1096,EXPCU,Experience Investment Corp.,Business Services,Finance,
1097,EXPCW,Experience Investment Corp.,Business Services,Finance,
1098,EXPO,"Exponent, Inc.",Professional Services,Consumer Services,$4.26B
1099,STAY,"Extended Stay America, Inc.",Hotels/Resorts,Consumer Services,$2.22B
1100,EXTR,"Extreme Networks, Inc.",Computer Communications Equipment,Technology,$543.53M
1101,EYEG,"Eyegate Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$20.59M
1102,EYEN,"Eyenovia, Inc.",Major Pharmaceuticals,Health Care,$88.32M
1103,EYPT,"EyePoint Pharmaceuticals, Inc.",Biotechnology: Laboratory Analytical Instruments,Capital Goods,$68.13M
1104,EZPW,"EZCORP, Inc.",Other Specialty Stores,Consumer Services,$297.37M
1105,FLRZ,"F5 Finishes, Inc.",Engineering & Construction,Basic Industries,
1106,FFIV,"F5 Networks, Inc.",Computer Communications Equipment,Technology,$8.18B
1107,FB,"Facebook, Inc.","Computer Software: Programming, Data Processing",Technology,$800B
1108,FLMN,Falcon Minerals Corporation,Oil & Gas Production,Energy,$253.77M
1109,FLMNW,Falcon Minerals Corporation,Oil & Gas Production,Energy,
1110,DUO,Fangdd Network Group Ltd.,Real Estate,Finance,$650.75M
1111,FANH,Fanhua Inc.,Specialty Insurers,Finance,$1.13B
1112,FARM,Farmer Brothers Company,Packaged Foods,Consumer Non-Durables,$134.01M
1113,FMAO,"Farmers & Merchants Bancorp, Inc.",Savings Institutions,Finance,$242.84M
1114,FMNB,Farmers National Banc Corp.,Major Banks,Finance,$344.08M
1115,FAMI,"FARMMI, INC.",Packaged Foods,Consumer Non-Durables,$15.08M
1116,FARO,"FARO Technologies, Inc.",Industrial Machinery/Components,Capital Goods,$1.01B
1117,FAST,Fastenal Company,RETAIL: Building Materials,Consumer Services,$27.47B
1118,FAT,FAT Brands Inc.,Restaurants,Consumer Services,$56.14M
1119,FATBP,FAT Brands Inc.,Restaurants,Consumer Services,
1120,FATBW,FAT Brands Inc.,Restaurants,Consumer Services,
1121,FATE,"Fate Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$3.02B
1122,FTHM,Fathom Holdings Inc.,Real Estate,Finance,$241.16M
1123,FBSS,"Fauquier Bankshares, Inc.",Major Banks,Finance,$56.81M
1124,FNHC,FedNat Holding Company,Property-Casualty Insurers,Finance,$124.42M
1125,FENC,Fennec Pharmaceuticals Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$132.61M
1126,GSM,Ferroglobe PLC,Metal Fabrications,Capital Goods,$82.13M
1127,FFBW,"FFBW, Inc.",Savings Institutions,Finance,$64.18M
1128,FGEN,"FibroGen, Inc",Major Pharmaceuticals,Health Care,$3.77B
1129,FDBC,"Fidelity D & D Bancorp, Inc.",Major Banks,Finance,$231.42M
1130,ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,,,
1131,FDUS,Fidus Investment Corporation,,,$253.9M
1132,FDUSG,Fidus Investment Corporation,,,
1133,FDUSL,Fidus Investment Corporation,,,
1134,FDUSZ,Fidus Investment Corporation,,,
1135,FRGI,"Fiesta Restaurant Group, Inc.",Restaurants,Consumer Services,$272.02M
1136,FITB,Fifth Third Bancorp,Major Banks,Finance,$14.75B
1137,FITBI,Fifth Third Bancorp,Major Banks,Finance,
1138,FITBO,Fifth Third Bancorp,Major Banks,Finance,
1139,FITBP,Fifth Third Bancorp,Major Banks,Finance,
1140,FISI,"Financial Institutions, Inc.",Major Banks,Finance,$270.55M
1141,FSRV,FinServ Acquisition Corp.,Business Services,Finance,$320.11M
1142,FSRVU,FinServ Acquisition Corp.,Business Services,Finance,
1143,FSRVW,FinServ Acquisition Corp.,Business Services,Finance,
1144,FTAC,FinTech Acquisition Corp. III,Business Services,Finance,$461.48M
1145,FTACU,FinTech Acquisition Corp. III,Business Services,Finance,
1146,FTACW,FinTech Acquisition Corp. III,Business Services,Finance,
1147,FEYE,"FireEye, Inc.",Computer peripheral equipment,Technology,$3.33B
1148,FBNC,First Bancorp,Major Banks,Finance,$622.13M
1149,FNLC,"First Bancorp, Inc (ME)",Major Banks,Finance,$234M
1150,FRBA,First Bank,,,$129.72M
1151,BUSE,First Busey Corporation,Major Banks,Finance,$985.11M
1152,FBIZ,"First Business Financial Services, Inc.",Major Banks,Finance,$135.27M
1153,FCAP,"First Capital, Inc.",Savings Institutions,Finance,$209.67M
1154,FCBP,First Choice Bancorp,Major Banks,Finance,$170.2M
1155,FCNCA,"First Citizens BancShares, Inc.",Major Banks,Finance,$3.96B
1156,FCNCP,"First Citizens BancShares, Inc.",Major Banks,Finance,
1157,FCBC,"First Community Bankshares, Inc.",Major Banks,Finance,$347.3M
1158,FCCO,First Community Corporation,Major Banks,Finance,$103.46M
1159,FCRD,"First Eagle Alternative Capital BDC, Inc.",,,$98.76M
1160,FFBC,First Financial Bancorp.,Major Banks,Finance,$1.43B
1161,FFIN,"First Financial Bankshares, Inc.",Major Banks,Finance,$4.46B
1162,THFF,First Financial Corporation Indiana,Major Banks,Finance,$481.93M
1163,FFNW,"First Financial Northwest, Inc.",Major Banks,Finance,$91.53M
1164,FFWM,First Foundation Inc.,Major Banks,Finance,$692.6M
1165,FGBI,"First Guaranty Bancshares, Inc.",Savings Institutions,Finance,$121.28M
1166,FHB,"First Hawaiian, Inc.",Major Banks,Finance,$2.17B
1167,INBK,First Internet Bancorp,Major Banks,Finance,$149.93M
1168,INBKL,First Internet Bancorp,Major Banks,Finance,
1169,INBKZ,First Internet Bancorp,Major Banks,Finance,
1170,FIBK,"First Interstate BancSystem, Inc.",Major Banks,Finance,$2.12B
1171,FRME,First Merchants Corporation,Major Banks,Finance,$1.42B
1172,FMBH,"First Mid Bancshares, Inc.",Major Banks,Finance,$444.8M
1173,FMBI,"First Midwest Bancorp, Inc.",Major Banks,Finance,$1.48B
1174,FMBIO,"First Midwest Bancorp, Inc.",Major Banks,Finance,
1175,FMBIP,"First Midwest Bancorp, Inc.",Major Banks,Finance,
1176,FXNC,First National Corporation,Major Banks,Finance,$67.93M
1177,FNWB,First Northwest Bancorp,Banks,Finance,$123.01M
1178,FSFG,"First Savings Financial Group, Inc.",Savings Institutions,Finance,$105.25M
1179,FSEA,First Seacoast Bancorp,Savings Institutions,Finance,$38.2M
1180,FSLR,"First Solar, Inc.",Semiconductors,Technology,$8.2B
1181,FAAR,First Trust Alternative Absolute Return Strategy ETF,,,
1182,FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,,,
1183,BICK,First Trust BICK Index Fund,,,
1184,FBZ,First Trust Brazil AlphaDEX Fund,,,
1185,FTHI,First Trust BuyWrite Income ETF,,,
1186,FCAL,First Trust California Municipal High income ETF,,,
1187,FCAN,First Trust Canada AlphaDEX Fund,,,
1188,FTCS,First Trust Capital Strength ETF,,,
1189,FCEF,First Trust CEF Income Opportunity ETF,,,
1190,FCA,First Trust China AlphaDEX Fund,,,
1191,SKYY,First Trust Cloud Computing ETF,,,
1192,RNDM,First Trust Developed International Equity Select ETF,,,
1193,FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,,,
1194,FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,,,
1195,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,,,
1196,FV,First Trust Dorsey Wright Focus 5 ETF,,,
1197,IFV,First Trust Dorsey Wright International Focus 5 ETF,,,
1198,DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,,,
1199,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,,,
1200,DVLU,First Trust Dorsey Wright Momentum & Value ETF,,,
1201,DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,,,
1202,DALI,First Trust DorseyWright DALI 1 ETF,,,
1203,FDNI,First Trust Dow Jones International Internet ETF,,,
1204,FEM,First Trust Emerging Markets AlphaDEX Fund,,,
1205,RNEM,First Trust Emerging Markets Equity Select ETF,,,
1206,FEMB,First Trust Emerging Markets Local Currency Bond ETF,,,
1207,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,,,
1208,FTSM,First Trust Enhanced Short Maturity ETF,,,
1209,FEP,First Trust Europe AlphaDEX Fund,,,
1210,FEUZ,First Trust Eurozone AlphaDEX ETF,,,
1211,FGM,First Trust Germany AlphaDEX Fund,,,
1212,FTGC,First Trust Global Tactical Commodity Strategy Fund,,,
1213,FTLB,First Trust Hedged BuyWrite Income ETF,,,
1214,HYLS,First Trust High Yield Long/Short ETF,,,
1215,FHK,First Trust Hong Kong AlphaDEX Fund,,,
1216,NFTY,First Trust India Nifty 50 Equal Weight ETF,,,
1217,FTAG,First Trust Indxx Global Agriculture ETF,,,
1218,FTRI,First Trust Indxx Global Natural Resources Income ETF,,,
1219,LEGR,First Trust Indxx Innovative Transaction & Process ETF,,,
1220,NXTG,First Trust Indxx NextG ETF,,,
1221,FPXI,First Trust International Equity Opportunities ETF,,,
1222,FPXE,First Trust IPOX Europe Equity Opportunities ETF,,,
1223,FJP,First Trust Japan AlphaDEX Fund,,,
1224,FEX,First Trust Large Cap Core AlphaDEX Fund,,,
1225,FTC,First Trust Large Cap Growth AlphaDEX Fund,,,
1226,RNLC,First Trust Large Cap US Equity Select ETF,,,
1227,FTA,First Trust Large Cap Value AlphaDEX Fund,,,
1228,FLN,First Trust Latin America AlphaDEX Fund,,,
1229,LMBS,First Trust Low Duration Opportunities ETF,,,
1230,LDSF,First Trust Low Duration Strategic Focus ETF,,,
1231,FMB,First Trust Managed Municipal ETF,,,
1232,FMK,First Trust Mega Cap AlphaDEX Fund,,,
1233,FNX,First Trust Mid Cap Core AlphaDEX Fund,,,
1234,FNY,First Trust Mid Cap Growth AlphaDEX Fund,,,
1235,RNMC,First Trust Mid Cap US Equity Select ETF,,,
1236,FNK,First Trust Mid Cap Value AlphaDEX Fund,,,
1237,FAD,First Trust Multi Cap Growth AlphaDEX Fund,,,
1238,FAB,First Trust Multi Cap Value AlphaDEX Fund,,,
1239,MDIV,First Trust Multi-Asset Diversified Income Index Fund,,,
1240,MCEF,First Trust Municipal CEF Income Opportunity ETF,,,
1241,FMHI,First Trust Municipal High Income ETF,,,
1242,QABA,First Trust NASDAQ ABA Community Bank Index Fund,,,
1243,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,,,
1244,FTXO,First Trust Nasdaq Bank ETF,,,
1245,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,,,
1246,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,,,
1247,CIBR,First Trust NASDAQ Cybersecurity ETF,,,
1248,FTXG,First Trust Nasdaq Food & Beverage ETF,,,
1249,CARZ,First Trust NASDAQ Global Auto Index Fund,,,
1250,FTXN,First Trust Nasdaq Oil & Gas ETF,,,
1251,FTXH,First Trust Nasdaq Pharmaceuticals ETF,,,
1252,FTXD,First Trust Nasdaq Retail ETF,,,
1253,FTXL,First Trust Nasdaq Semiconductor ETF,,,
1254,TDIV,First Trust NASDAQ Technology Dividend Index Fund,,,
1255,FTXR,First Trust Nasdaq Transportation ETF,,,
1256,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,,,
1257,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,,,
1258,QTEC,First Trust NASDAQ-100- Technology Index Fund,,,
1259,AIRR,First Trust RBA American Industrial Renaissance ETF,,,
1260,RDVY,First Trust Rising Dividend Achievers ETF,,,
1261,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,,,
1262,RFDI,First Trust RiverFront Dynamic Developed International ETF,,,
1263,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,,,
1264,RFEU,First Trust RiverFront Dynamic Europe ETF,,,
1265,FID,First Trust S&P International Dividend Aristocrats ETF,,,
1266,FTSL,First Trust Senior Loan Fund ETF,,,
1267,FYX,First Trust Small Cap Core AlphaDEX Fund,,,
1268,FYC,First Trust Small Cap Growth AlphaDEX Fund,,,
1269,RNSC,First Trust Small Cap US Equity Select ETF,,,
1270,FYT,First Trust Small Cap Value AlphaDEX Fund,,,
1271,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,,,
1272,FKO,First Trust South Korea AlphaDEX Fund,,,
1273,FCVT,First Trust SSI Strategic Convertible Securities ETF,,,
1274,FDIV,First Trust Strategic Income ETF,,,
1275,FSZ,First Trust Switzerland AlphaDEX Fund,,,
1276,FIXD,First Trust TCW Opportunistic Fixed Income ETF,,,
1277,TUSA,First Trust Total US Market AlphaDEX ETF,,,
1278,FKU,First Trust United Kingdom AlphaDEX Fund,,,
1279,RNDV,First Trust US Equity Dividend Select ETF,,,
1280,FUNC,First United Corporation,Major Banks,Finance,$78.93M
1281,FUSB,"First US Bancshares, Inc.",Major Banks,Finance,$40.25M
1282,MYFW,"First Western Financial, Inc.",Major Banks,Finance,$111.09M
1283,FCFS,"FirstCash, Inc.",Other Specialty Stores,Consumer Services,$2.52B
1284,SVVC,"Firsthand Technology Value Fund, Inc.",,,$33.16M
1285,FSV,FirstService Corporation,Real Estate,Finance,$5.36B
1286,FISV,"Fiserv, Inc.",EDP Services,Technology,$65.79B
1287,FIVE,"Five Below, Inc.",Department/Specialty Retail Stores,Consumer Services,$6.26B
1288,FPRX,"Five Prime Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$168.49M
1289,FVE,Five Star Senior Living Inc.,Hospital/Nursing Management,Health Care,$164.82M
1290,FIVN,"Five9, Inc.",EDP Services,Technology,$8.09B
1291,FLEX,Flex Ltd.,Electrical Products,Technology,$5.29B
1292,FLXN,"Flexion Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$567.42M
1293,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,,,
1294,MBSD,FlexShares Disciplined Duration MBS Index Fund,,,
1295,ASET,FlexShares Real Assets Allocation Index Fund,,,
1296,ESG,FlexShares Trust,,,$43.95M
1297,ESGG,FlexShares Trust,,,$102.08M
1298,LKOR,FlexShares Trust,,,$18.88M
1299,QLC,FlexShares Trust,,,$54.97M
1300,FPAY,"FlexShopper, Inc.",Diversified Commercial Services,Technology,$41.22M
1301,FLXS,"Flexsteel Industries, Inc.",Home Furnishings,Consumer Durables,$126.81M
1302,FLIR,"FLIR Systems, Inc.",Industrial Machinery/Components,Capital Goods,$4.65B
1303,FLWR,Flowr Corporation (The),,,
1304,FLNT,"Fluent, Inc.",Advertising,Consumer Services,$174.76M
1305,FLDM,Fluidigm Corporation,Biotechnology: Laboratory Analytical Instruments,Capital Goods,$626.87M
1306,FFIC,Flushing Financial Corporation,Major Banks,Finance,$341.58M
1307,FLUX,"Flux Power Holdings, Inc.",Industrial Machinery/Components,Miscellaneous,$25.77M
1308,FNCB,FNCB Bancorp Inc.,Major Banks,Finance,$125.76M
1309,FOCS,Focus Financial Partners Inc.,Investment Managers,Finance,$2.5B
1310,FONR,Fonar Corporation,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$169.31M
1311,FRSX,Foresight Autonomous Holdings Ltd.,Computer Software: Prepackaged Software,Technology,$54.29M
1312,FMTX,"Forma Therapeutics Holdings, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$1.81B
1313,FORM,"FormFactor, Inc.",Semiconductors,Technology,$2.12B
1314,FORTY,Formula Systems (1985) Ltd.,EDP Services,Technology,$1.46B
1315,FORR,"Forrester Research, Inc.",Diversified Commercial Services,Consumer Services,$696.96M
1316,FBRX,"Forte Biosciences, Inc. ",Major Pharmaceuticals,Health Care,$294.24M
1317,FRTA,"Forterra, Inc.",Building Materials,Capital Goods,$888.48M
1318,FTNT,"Fortinet, Inc.",Computer peripheral equipment,Technology,$21.57B
1319,FBIO,"Fortress Biotech, Inc.",Major Pharmaceuticals,Health Care,$302.74M
1320,FBIOP,"Fortress Biotech, Inc.",Major Pharmaceuticals,Health Care,
1321,FMCI,Forum Merger II Corporation,Packaged Foods,Consumer Non-Durables,$455.04M
1322,FMCIU,Forum Merger II Corporation,Packaged Foods,Consumer Non-Durables,
1323,FMCIW,Forum Merger II Corporation,Packaged Foods,Consumer Non-Durables,
1324,FIIIU,Forum Merger III Corporation,Business Services,Finance,
1325,FWRD,Forward Air Corporation,Oil Refining/Marketing,Transportation,$1.64B
1326,FORD,"Forward Industries, Inc.",Plastic Products,Consumer Non-Durables,$15.81M
1327,FWP,Forward Pharma A/S,Major Pharmaceuticals,Health Care,$44.94M
1328,FOSL,"Fossil Group, Inc.",Consumer Specialties,Consumer Non-Durables,$301.64M
1329,FOX,Fox Corporation,Broadcasting,Consumer Services,$16.3B
1330,FOXA,Fox Corporation,Broadcasting,Consumer Services,$16.27B
1331,FOXF,Fox Factory Holding Corp.,Motor Vehicles,Consumer Non-Durables,$4.41B
1332,FRAN,Francesca&#39;s Holdings Corporation,Clothing/Shoe/Accessory Stores,Consumer Services,$17.26M
1333,FRG,"Franchise Group, Inc.",Multi-Sector Companies,Miscellaneous,$991.93M
1334,FELE,"Franklin Electric Co., Inc.",Metal Fabrications,Consumer Durables,$2.79B
1335,FRAF,Franklin Financial Services Corporation,Major Banks,Finance,$104.69M
1336,FRHC,Freedom Holding Corp.,Investment Bankers/Brokers/Service,Finance,$1.35B
1337,FRLN,Freeline Therapeutics Holdings plc,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$609.77M
1338,RAIL,"Freightcar America, Inc.",Railroads,Capital Goods,$21.58M
1339,FEIM,"Frequency Electronics, Inc.",Electrical Products,Capital Goods,$94.24M
1340,FREQ,"Frequency Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$674.94M
1341,FRPT,"Freshpet, Inc.",Packaged Foods,Consumer Non-Durables,$4.59B
1342,FTDR,"frontdoor, inc.",Diversified Commercial Services,Finance,$3.55B
1343,FRPH,"FRP Holdings, Inc.",Real Estate,Finance,$389.76M
1344,FSBW,"FS Bancorp, Inc.",Banks,Finance,$166.66M
1345,FSDC,FS Development Corp.,Business Services,Finance,$139.55M
1346,HUGE,FSD Pharma Inc.,Major Pharmaceuticals,Health Care,$36.74M
1347,FTEK,"Fuel Tech, Inc.",Pollution Control Equipment,Capital Goods,$20.37M
1348,FCEL,"FuelCell Energy, Inc.",Industrial Machinery/Components,Miscellaneous,$627.57M
1349,FULC,"Fulcrum Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$209.05M
1350,FLGT,"Fulgent Genetics, Inc.",Medical Specialities,Health Care,$1B
1351,FORK,Fuling Global Inc.,Plastic Products,Consumer Non-Durables,$33.66M
1352,FLL,"Full House Resorts, Inc.",Hotels/Resorts,Consumer Services,$51.5M
1353,FMAX,Full Spectrum Inc.,,,
1354,FULT,Fulton Financial Corporation,Major Banks,Finance,$1.65B
1355,FNKO,"Funko, Inc.",Recreational Products/Toys,Consumer Non-Durables,$286.25M
1356,FUSN,Fusion Pharmaceuticals Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$536.22M
1357,FUTU,Futu Holdings Limited,Investment Bankers/Brokers/Service,Finance,$4.47B
1358,FTFT,Future FinTech Group Inc.,Packaged Foods,Consumer Non-Durables,$89.73M
1359,FFHL,"Fuwei Films (Holdings) Co., Ltd.",Specialty Chemicals,Capital Goods,$16.36M
1360,FVCB,"FVCBankcorp, Inc.",Major Banks,Finance,$143.14M
1361,WILC,"G. Willi-Food International,  Ltd.",Food Distributors,Consumer Non-Durables,$272.44M
1362,GTHX,"G1 Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$593.79M
1363,GAIA,"Gaia, Inc.",Movies/Entertainment,Consumer Services,$224.44M
1364,GLPG,Galapagos NV,Major Pharmaceuticals,Health Care,$8.6B
1365,GALT,Galectin Therapeutics Inc.,Major Pharmaceuticals,Health Care,$163.72M
1366,GRTX,"Galera Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$195.82M
1367,GLMD,Galmed Pharmaceuticals Ltd.,Major Pharmaceuticals,Health Care,$104.3M
1368,GMDA,Gamida Cell Ltd.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$222.62M
1369,GLPI,"Gaming and Leisure Properties, Inc.",Real Estate Investment Trusts,Consumer Services,$8.03B
1370,GAN,GAN Limited,"Computer Software: Programming, Data Processing",Technology,$600.32M
1371,GRMN,Garmin Ltd.,Industrial Machinery/Components,Capital Goods,$19.82B
1372,GARS,Garrison Capital Inc.,,,$54.25M
1373,GLIBA,"GCI Liberty, Inc.",Telecommunications Equipment,Public Utilities,$8.6B
1374,GLIBP,"GCI Liberty, Inc.",Telecommunications Equipment,Public Utilities,
1375,GDS,GDS Holdings Limited,"Computer Software: Programming, Data Processing",Technology,$12.86B
